Character,Line
Kyle,Why?
Stan,"We think that when you did that, you opened up a doorway to an evil, parallel universe."
Kyle,Like what?
Stan,"Look, pal."
Stan,This is very simple.
Stan,All I want to do is return this fish.
Stan,"I don't care, dude!"
Stan,I just want this fish away from me!
Stan,Wow!
Stan,"Thanks, evil Cartman!"
Kyle,"You kick ass, evil Cartman!"
Stan,Yeah!
Kyle,You know what I like best about you?
Kyle,"You don't say, ""hella,"" like our Cartman does."
Kyle,"I swear, if he says that one more time, I'm gonna kill him!"
Stan,I'm sure glad that's over with.
Stan,Now I can sleep at night.
Kyle,"Hey, yeah!"
Kyle,I almost forgot.
Stan,"You know, evil Cartman?"
Stan,I like you a lot better than our Cartman.
Kyle,"Yeah, you're cool."
Kyle,"And you don't say ""hella."""
Kyle,"Dude, where are we going to find a pumpkin to carve?"
Stan,Yeah.
Stan,"You know, I never thought it was such a bad, little squash."
Stan,"It just needs some tender, loving care."
Cartman,"Aw, man, this movie is hella scary."
Cartman,P'h.
Cartman,"Nice costume, you guys."
Cartman,You spent about a buck fifty on those?
Cartman,Oh?
Cartman,I've got a better idea.
Cartman,Why don't you two go fuck yourselves?
Cartman,What's wrong with me?
Cartman,Let's see.
Cartman,Uum.
Cartman,I hate you guys.
Cartman,You're hella stupid.
Cartman,Don't touch me!
Cartman,"Oh, right!"
Cartman,"You guys are from the evil, parallel universe?"
Cartman,"Oh, it's about freakin' time you showed up!"
Cartman,"You don't want me, you want that impostor Cartman!"
Cartman,"Come on, I'll show you."
Stan,"We won, dude!"
Stan,"Don't worry, Evil Cartman."
Stan,You're staying with us!
Cartman,"Now, zap his hella ass back to your- hella universe!"
Kyle,"Stop saying ""hella,"" Cartman!"
Kyle,"Leave him alone, butthole!"
Stan,Why don't you guys take our Cartman back?
Stan,He's more like you anyway.
Cartman,"Ey, you backstabbin' sellout!"
Kyle,It's the evil pets
Stan,Get to the stage!
Stan,"Up yours, evil twin!"
Cartman,"All right, now you can try to send this Bozo through and the whole mess'll be over with!"
Stan,Sorry Cartman.
Stan,We like Evil Cartman better.
Stan,See ya.
Cartman,What?
Kyle,"We can't deal with you saying ""hella"" anymore, Cartman!"
Kyle,You're going to the other universe!
Kyle,Which one is the good Cartman?
Stan,"Stop wasting time, Cartman!"
Stan,We have to send one of you back to the evil universe!
Kyle,Yeah!
Kyle,"Now, which one of you is the Cartman we can't stand?"
Stan,Our Cartman would never say anything like that.
Cartman,Haaa hahaha!
Cartman,You guys are hella stupid!
Cartman,I knew you would fall for that!
Kyle,"Oh no, dude!"
Stan,"You tricked us, Cartman!"
Cartman,"That's right, I did!You guys are hella stupidYou guys are hella lameYou guys are hella dumbHella hella hella!"
Kyle,Damn it!
Stan,"But Mom, all the guys are going to Cartman's Grandma's for the weekend!"
Stan,But all the other guys get to go to Cartman's Grandma's; why can't I?
Stan,I don't want your lame-ass supper!
Stan,Can't tell me what to do!
Stan,I'm eight years old!
Stan,I don't need this stupid family anyway!
Cartman,"Every time I go to my Grandma's house, she gives me a present."
Cartman,"You watch: as soon as I walk in the door she'll hand me a biiig present, for no reason, except that I'm cool."
Kyle,"That's nice, Cartman."
Stan,"Okay, let's go!"
Cartman,"Oh, I didn't think you were coming, Stan."
Stan,'Course I'm coming!
Stan,"Come on, let's hurry!"
Cartman,Shotgun!
Cartman,"It's my car, I call it first: shotgun!"
Cartman,"Kenny, I called it shotgun!"
Cartman,"Dammit, Kenny, get in the back!"
Cartman,"Hey, Kenny, there's a sale on orange jackets over there."
Cartman,"Look, Kenny, there's an elephant parade!"
Cartman,Ken-ny.
Cartman,"Kenny, look."
Cartman,Look!
Cartman,Go get it!
Cartman,", Go get it!"
Cartman,"ha ha ha, you poor piece of crap."
Stan,"So, how far is it to Nebraska?"
Kyle,Oh my God!
Kyle,What the hell are we gonna do for six hours?
Stan,Yeah.
Stan,"Or, we could not."
Cartman,"Let's sing that one Grandma song, Ma."
Cartman,How does it go?
Kyle,Please stop.
Kyle,Please stop!
Cartman,Argh!
Cartman,"I guess, damn!"
Stan,This is Nebraska?
Kyle,What's all that stuff?
Cartman,"We don't care, Mom."
Kyle,"Hey, look!"
Kyle,See Mr. Hankey at the Mall of Nebraska... Wow!
Kyle,"We have to go, dude!"
Stan,"Dude, I thought Mr. Hankey lived in the sewer."
Stan,What's he doing in Nebraska?
Kyle,I don't know.
Kyle,"Ever since he was in that movie, he got all famous."
Cartman,"Oh, so now everybody wants to meet Mr. Hankey!"
Cartman,He's a piece of crap.
Kyle,It doesn't matter.
Kyle,He'll be most excited to meet me!
Kyle,Cool!
Cartman,How much further is it to Grandma's house?
Cartman,I wanna see what kind of present she got me.
Cartman,Why does Grandma have to live so far away?
Cartman,Why don't we just stick her in a nursing home closer to us so  I don't have to drive six hours to get a god-damned present?
Kyle,"Oh, God!"
Cartman,Over the meadow and through the woods...
Kyle,"Jesus Christ, finally!"
Cartman,Grandmagrandmagrandmagrandma!
Cartman,"Hi, Grandpa!"
Cartman,Sweet.
Cartman,What is it?
Cartman,Yes!
Cartman,Move it!
Kyle,Agghh!
Stan,He's the fat one.
Cartman,"I'm not fat, I'm big-boned."
Cartman,Ech.
Kyle,That was totally gross.
Kyle,She smelled like vitamins and pee.
Stan,"Sick, dude."
Cartman,Al-righty then.
Cartman,"Let's get to my presents, shall we?"
Cartman,Wait a minute.
Cartman,"This isn't a present, it's a shirt!"
Cartman,Are you telling me that I drove nine hours through butt-fucking nowhere to get a god-damned shirt?!
Cartman,"Mom, Grandma's gone senile!"
Cartman,It's time to stick her in a home!
Stan,"Yeah, right!"
Stan,My family's dead!
Kyle,"Dude, your family died?"
Stan,They're dead to me.
Stan,My mom doesn't even know I'm here.
Kyle,What?
Cartman,I can't believe I got a stupid shirt!
Cartman,The holidays are bullcrap!
Kyle,What is this?
Kyle,"Sick, dude!"
Cartman,"Hi, cousin Elvin."
Kyle,"Whoa, dude!"
Stan,"Dude, is he here every year like this?"
Cartman,Yup!
Kyle,Aaww!
Cartman,Amen.
Kyle,"Jesus, dude!"
Cartman,Bad Jimmy!
Stan,"Dude, I don't know how long I can stay here."
Kyle,I know what you mean.
Kyle,Arrggh!
Stan,"What, dude?"
Kyle,"Dude, I was having this horrible nightmare that we were at this house, and it was filled with Cartmans!"
Stan,"Kyle, we are in a house filled with Cartmans."
Kyle,Oh.
Kyle,Arrggh!
Stan,What was that?
Kyle,"I heard it, too."
Cartman,"Whatever it is, it's getting closer."
Cartman,Ow!
Cartman,What the hell was that for!
Stan,I wanted to make sure we're not dreaming.
Cartman,Ow!
Kyle,"I wanted to make sure, too."
Cartman,"Yuhwell, you're not dreaming!"
Cartman,Ey!
Cartman,Cut the crap!
Kyle,"Dude, it's coming through the window!"
Cartman,Uncle Howard!
Cartman,"Uncle Howard, what are you doing here?"
Stan,We thought you were in jail.
Cartman,"Wow, cool!"
Cartman,Okay.
Cartman,Who's we?
Cartman,You got a turd in your pocket?
Cartman,Hahahaha.
Stan,"Wake up, Cartman, we've got to get to the mall."
Cartman,What?
Kyle,"We have to go see Mr. Hankey at the mall, Cartman."
Cartman,"All right, keeps your pants on."
Cartman,Okay.
Cartman,Can somebody drive us to the mall?
Cartman,"Hello, Mr. Hankey is appearing at the mall."
Cartman,Can somebody please take us?
Cartman,"Uncle Stinky, can you drive us to the mall?"
Cartman,"Uncle Stinky, my stupid friends want to see Mr. Hankey!"
Cartman,You have to take us!
Cartman,Damn his Goddamned authorituh!
Cartman,I don't wanna take care of Cousin Elvin!
Cartman,All right.
Cartman,Give me $10.
Cartman,My family sucks ass!
Kyle,"Yeah, they do!"
Stan,All families suck ass!
Cartman,Here.
Cartman,We got you some sticky cinnamon buns.
Kyle,"Dude, we have to get to the mall!"
Cartman,"My stupid friends want to go to the mall to visit Mr. Hankey, but nobody would drive us."
Kyle,"Good for you, Charlie!"
Stan,Do you really think we should go with this guy?
Cartman,"Stan, don't be such a dumbass."
Cartman,You have to trust people.
Kyle,Do you see him?
Stan,Not yet.
Stan,I think we still have a ways to go.
Kyle,I can't wait to see him!
Kyle,He's gonna be so glad we came!
Kyle,"That's nice, kid."
Kyle,I knew Mr. Hankey before he was even famous.
Cartman,How the hell did Mr. Hankey get so popular?
Cartman,Look at all this Mr. Hankey stuff.
Cartman,And another thing: it says that Mr. Hankey is also appearing at the Crossroads Mall!
Kyle,So?
Cartman,"So, how can Mr. Hankey be here, and in another mall at the same time?"
Kyle,"Dude, Mr. Hankey has magic powers."
Kyle,He can do whatever he wants.
Stan,I really like that guy.
Cartman,"Oh, it looks like you finished your Fudgecicle, Elvin."
Cartman,"God damnit, be quiet, Elvin!"
Cartman,"Shut up, Elvin!"
Cartman,"No, Elvin, bad Elvin!"
Kyle,"Hoh, boy."
Kyle,Here we go!
Stan,Mr. Hankey?
Kyle,You're not the real Mr. Hankey.
Stan,You look a lot bigger than the last time we saw you.
Kyle,This is not Mr. Hankey!
Kyle,This is a fake!
Kyle,Why are you people doing this?
Kyle,Why would you lie like this?
Kyle,To children?
Kyle,What?!
Kyle,What did you say?
Stan,"Oh, boy."
Stan,You've done it now.
Kyle,Behold!
Kyle,Here's your false prophet!
Cartman,I told you guys.
Cartman,The holiday season is nothing but lies and bullcrap!
Kyle,It was a fake!
Kyle,Cartman was right!
Kyle,The holiday season is for idiots!
Stan,"Where did you go, Uncle Charlie?"
Cartman,"Oh, uh that's pretty cool."
Stan,Hey.
Stan,Where's Kenny?
Stan,"Oh, hey Kenny."
Cartman,Ugh!
Cartman,Wait!
Cartman,You guys.
Cartman,Seriously.
Cartman,Ey!
Cartman,What the hell is wrong with you people?
Kyle,I can't believe they would put a fake Mr. Hankey in a mall!
Kyle,"If Mr. Hankey ever found out, he'd be so pissed!"
Kyle,"God, I hate the holiday season!"
Cartman,Lock the door!
Stan,There's a bunch of policemen chasing after us!
Stan,Oh ooh.
Kyle,"What's your mom doing here, dude?"
Stan,...Sorry.
Stan,"Dude, they're gonna kill me."
Stan,'Scuse me.
Stan,I wanna go with you.
Stan,"Please, I don't wanna go back with them."
Stan,I know!
Stan,They've come to punish me.
Stan,All they wanna do is make me pay for comin' to Nebraska in the first place.
Stan,What?
Stan,"But they don't care about me, they just want to punish me."
Stan,"I guess you're right, Uncle Charlie."
Stan,Thanks.
Kyle,You bastards!
Kyle,Charlie's right!
Kyle,I'm not gonna let some fake Mr. Hankey spoil my holidays.
Cartman,"See ya, Uncle Howard."
Cartman,Thanks for being such a great role model for me.
Cartman,Piece of crap.
Stan,"I hope you can forgive me, too, Mom."
Stan,Really?
Stan,Hooray!
Stan,"Uh, I mean, wait."
Stan,What?
Stan,"Dude, this is pretty fucked up right here."
Stan,That's okay with us.
Kyle,Yeah.
Cartman,"Yeah, that's fine."
Stan,"Oh, not Tweek."
Kyle,We don't wanna be in a group with Tweek.
Stan,"Dude, we can't work with this kid."
Stan,No.
Stan,"Okay, we have to do this stupid report, so--"
Stan,"Sooo, let's figure out what to do it about."
Cartman,"How about we do it on that Raymond guy on TV, you know, Everybody Loves Raymond."
Kyle,"No, Cartman, we can't do it on Raymond again!"
Kyle,It has to be on a current event in South Park.
Kyle,"Tweek, do you have any ideas?"
Stan,Great.
Stan,"A lot of help you are, kid."
Stan,What?
Stan,What gnomes?
Cartman,"Oh, so that's where all my underpants go."
Kyle,"Dude, that's the dumbest thing I've ever heard."
Stan,"Yeah, I've never seen any underpants gnomes."
Kyle,"Dude, we can't do a presentation on underpants gnomes."
Kyle,Mr. Garrison will fail us because you're making it up.
Kyle,We're his oral report buddies.
Stan,"Yeah, we have to stay up all night to write it."
Kyle,Coffee?
Kyle,I don't think I like coffee.
Stan,'Kay.
Stan,Maybe it'll help us figure out what to do our report on.
Stan,We have to present it to the entire South Park town committee tomorrow.
Stan,"Wow, that sucks, dude."
Kyle,We're already doing a paper on Tweek's underpants gnomes.
Stan,Yeah.
Kyle,"Come on, you guys!"
Kyle,We better get to work!
Kyle,"Man, this stuff is strong."
Stan,Kind of bitter.
Kyle,Don't worry about it.
Cartman,"Tweek, Tweek, you can always go on welfare."
Cartman,Look at Kenny's family: they're perfectly happy being poor and on welfare.
Cartman,"Right, Kenny?"
Cartman,"Heheh, you suck, Kenny."
Kyle,"Well, let's just try to finish all this coffee, so we can stay up."
Stan,Aooooo!
Kyle,Woohoo!
Stan,"Yeess, this stuff rocks!"
Kyle,"Totally, dudes!"
Kyle,I feel awesome!
Stan,Whoopee!
Cartman,You guys!
Cartman,You guys!
Cartman,Seriously!
Cartman,I'm a sorcerer!
Cartman,"Zhyagah, zhyah, zhyagot that."
Kyle,"Hey, Tweek, you got anymore of this stuff?"
Kyle,Killer!
Cartman,"Ey, let me have some grounds."
Kyle,"Gross, Cartman."
Kyle,Whoopee!
Kyle,"Hogh, my stomach hurts."
Stan,"Yeah, mine too."
Stan,I wonder why.
Kyle,"Well, it's 3:30; I don't see any god-damned underpants gnomes, Tweek."
Stan,"Well, this is just great!"
Stan,"We haven't gotten anything done, and we're totally screwed!"
Stan,Bad!
Cartman,No...more...coffee.
Cartman,Blech.
Stan,"No, we'll use it."
Kyle,Sure.
Kyle,"Thanks, dude."
Stan,"Wow, Tweek, your dad rocks!"
Kyle,Damnit!
Kyle,"What the hell is wrong with you, Tweek?"
Kyle,"""And as the voluminous corporate automaton bulldozes its way through bantam America..."
Cartman,"What will become of the endeavoring American family?"""
Stan,Perhaps there is no stopping the corporate machine.
Kyle,"And that's our report, I guess."
Cartman,Neither did we.
Stan,Huh?
Kyle,I think it went really good.
Kyle,Those people really got into it.
Kyle,Hey.
Kyle,Do you ever think maybe you shouldn't give your son coffee?
Kyle,Like look at him.
Kyle,He's always shaking and nervous.
Kyle,My butt hurts.
Stan,Our case?
Cartman,"Aw, man, this sucks!"
Stan,Uh... Hooray.
Kyle,Uh...
Stan,Uh...
Cartman,This guy sucks ass!
Kyle,I don't like big corporations.
Stan,I like small businesses.
Cartman,I believe in the family-owned enterprise.
Cartman,What now?
Kyle,"Oh, God, when is this gonna end?"
Stan,"Your dad really screwed us, Tweek!"
Kyle,So what are we gonna say?
Cartman,Why can't we just read the paper we wrote last time?
Stan,"'Cause then they'll know we didn't write it, dummy!"
Stan,We have to be original!
Kyle,Does anybody know anything about corporations?
Cartman,I think my mom is a corporation.
Stan,"Yeah, that makes sense."
Kyle,"Well, how about we just say, ""corporates should be stopped""?"
Stan,How do we stretch that into five minutes?
Kyle,"Will you stop with the underpants gnomes, Tweek?!"
Kyle,We have to work here!
Stan,What the hell?
Cartman,"Well, I'll be damned."
Kyle,"Sshh, don't scare him."
Stan,"Hey there, little guy."
Cartman,Bad!
Kyle,Cartman!
Cartman,What?
Kyle,Why do you always have to hit stuff with a stick?
Cartman,"Well, look at him."
Cartman,"He's all, you know, uh l-look at him."
Cartman,What?
Stan,"Hey, he talks!"
Cartman,"Yeah, he called me a pussy!"
Cartman,"I'm not a pussy, you're a pussy!"
Cartman,Ey!
Stan,"Dude, why are you taking Tweek's underpants?"
Kyle,"Yeah, look what you're doing to this poor kid."
Stan,Business?
Stan,"Wait, do you know anything about business?"
Kyle,Show us.
Cartman,Little pussy gnome.
Cartman,"Don't call me a pussy, pussy gnome."
Cartman,"Oh, are you gonna take us to your little pussy house?"
Cartman,"Oh, your pussy village?"
Stan,"Cartman, will you just shut up and let him show us?"
Cartman,I hope we're not wasting our time with this little pecker.
Stan,"Damn, dude, this place is huge!"
Kyle,Yeah.
Kyle,It's almost as big as Cartman's ass.
Cartman,"No it isn't, you guys!"
Cartman,So what are you gonna do with all these underpants that you steal?
Kyle,"Sooo, what's phase 2?"
Stan,I don't get it.
Cartman,"Oh, I get it."
Stan,"No you don't, fatass!"
Kyle,Do you guys know anything about corporations?
Stan,"Oh my God, they killed Kenny."
Kyle,You bastards.
Kyle,"Listen, we have to give a huge speech tomorrow about corporate takeovers."
Stan,Yeahyeahyeah.
Stan,Look.
Stan,We've gotta know about corporate takeovers tomorrow or we're screwed.
Stan,Do you know anything about corporate takeovers?
Kyle,What?
Stan,Underpants?
Stan,Uh.
Stan,"Since we are so concerned with the corporate takeovers, we went and asked our friends, the underpants gnomes, and they told us all about big corporations."
Kyle,Big corporations are good!
Kyle,Because without big corporations we wouldn't have things like cars and computers and canned soup.
Stan,"Even Harbucks Coffee started off as a small, little business."
Stan,"But because it made such great coffee, and because they ran their business so well, they managed to grow and grow until it became the corporate powerhouse it is today."
Stan,And that is why we should all let Harbucks stay!
Kyle,Uuuh.
Kyle,"Well, the truth is, we didn't write that paper last time."
Cartman,I love you guys.
Stan,Holy crap.
Stan,dude!
Kyle,"Go, dude, go!"
Stan,This guy rules!
Cartman,I told you guys.
Kyle,Dude!
Kyle,Let's go look for crocodiles!
Stan,Yeah!
Cartman,There's bound to be some crocs up here.
Cartman,I'll use my croc call and try to bring 'em out.
Cartman,"Brigeghus, brigeghus!"
Cartman,Brig-!
Kyle,"That's not how a croc sounds, you fatass penis!"
Cartman,Ogh!
Cartman,"Now I'm gonna kick my friend Kyle in the beanbag and see what happens, by crikey!"
Kyle,"Get away from me, Cartman!"
Cartman,"Come 'ere, crocky."
Kyle,AAAAAAAAAA!
Stan,Dude!
Kyle,HELP!
Stan,"Good job, Cartman!"
Stan,You killed Kyle!
Cartman,"Well, he shouldn't have called me fat."
Stan,Why the hell not?!
